FFT1,FFT2,FFT3,FFT4,RMS,PSD,DWT1,DWT2,DWT3,DWT4,DWT5,DWT6,DWT7
5105.0,1296.9741173206041,1296.9741173206041,322.13333355685864,183.06091882212326,897.8331308222821,363.45288552988546,366.2813126546316,357.7960312803931,344.3610024378487,328.0975464705581,306.88434303496166,283.5498192558056
9207.0,787.5657619044217,787.5657619044217,181.91939794957156,309.34376778378237,11761.877414798939,376.88791437242986,406.58639918226487,433.45645686735367,453.255446740577,478.0041840821061,486.48946545634476,490.732106143464
5858.0,1200.815958058512,1200.815958058512,225.15941058498476,204.09556585090232,0.027317975526561258,331.63308037649085,357.08892449920654,376.1808075912433,385.37319574666844,378.3021279348029,358.50313806157965,328.80465325174464
4587.0,1090.8436614651985,1090.8436614651985,275.8131333849024,162.79936527312793,928.5514986581172,324.5620125646253,309.7127701597078,304.05591591021545,300.52038200428274,294.8635277547903,287.08535316173834,253.144227664784
4305.0,344.7078059741346,344.7078059741346,79.03470406355149,144.4828709570792,1250.8304935213343,193.74725804511402,197.9898987322333,211.4249275747777,220.61731573020285,222.73863607376248,226.98127676088177,231.93102422918759
4831.0,1095.1425545158907,1095.1425545158907,213.16176044506815,170.35697813708717,164.9357089523312,302.6417023478424,303.3488091290289,299.10616844190963,310.41987694089437,316.78383797157335,304.0559159102155,289.20667350529794
4250.0,672.4000582615745,672.4000582615745,160.29996560998174,145.68344678331394,0.0017227929656161674,234.05234457274724,241.83051916579927,247.48737341529164,260.9224022578361,263.75082938258225,251.0229073212244,229.80970388562798
4611.0,1126.4119064553697,1126.4119064553697,242.15606296123906,164.13378689349736,1594.345667378309,323.85490578343877,324.5620125646253,320.31937187750606,313.95541084682714,296.98484809834997,273.65032431919394,241.83051916579927
4377.0,627.1599609702079,627.1599609702079,199.2996058124916,149.66217513676148,0.06298605158155449,263.75082938258225,260.92240225783604,257.38686835190333,250.31580054003786,248.90158697766475,247.48737341529164,237.58787847867998
4604.0,464.55040609462606,464.55040609462606,110.31550814287033,155.14982006649788,4122.029422649887,188.7975105768082,192.33304448274095,199.40411229460642,210.01071401240463,234.05234457274724,260.9224022578361,270.82189719444773
5260.0,1051.9275413100775,1051.9275413100775,232.6623646853435,182.87573194203034,108.8217242549479,309.7127701597078,311.8340905032675,317.4909447527599,324.5620125646253,321.73358543987916,320.31937187750606,308.2985565973347
4459.0,1340.7431137196013,1340.7431137196013,292.5118947988454,163.4094040541527,2877.6439371474175,323.85490578343877,335.1686142824235,342.23968209428904,333.0472939388639,311.1269837220809,276.47875144394015,229.10259710444143
4691.0,741.9716046590746,741.9716046590746,135.9798458635617,160.70936500403454,2.6390952309426616,267.28636328851496,274.35743110038044,275.77164466275354,277.8929650063132,283.5498192558056,276.47875144394015,255.26554800834367
4553.0,850.1605204287362,850.1605204287362,114.32458145035199,157.17834880584962,314.5037910173943,225.56706319850866,255.26554800834367,277.8929650063132,287.7924599429249,289.9137802864845,280.0142853498728,263.0437226013957
3058.0,206.94546505686793,206.94546505686793,146.9584910160655,102.80693880602936,0.34420339054965166,171.82694782833107,168.2914139223983,168.99852070358486,162.63455967290594,148.49242404917499,137.17871555019022,138.59292911256333
4461.0,898.5336647959931,898.5336647959931,239.62590811705851,155.712234586753,1482.1045612895284,295.57063453597686,303.34880912902895,302.6417023478424,288.49956672411145,267.9934700697015,245.36605307173198,224.15284963613558
5289.0,768.8409800133838,768.8409800133838,139.40520438736473,180.39946415293662,87.86650751643482,306.88434303496166,307.5914498161482,305.47012947258855,307.5914498161482,310.41987694089437,301.93459556665584,283.5498192558056
4472.0,1258.7084018488413,1258.7084018488413,324.15366824310297,161.79740418189658,1387.144863837871,110.30865786510142,98.99494936611666,89.80256121069155,97.58073580374356,121.62236636408619,156.27059864222701,188.09040379562165
3746.0,781.3728551863569,781.3728551863569,241.09501532204567,131.4323653696709,171.65091362203034,255.97265478953022,253.144227664784,231.9310242291876,219.9102089490163,222.7386360737625,228.39549032325488,220.61731573020285
4552.0,778.6954635253551,778.6954635253551,81.40637650391156,156.26707906657757,2701.572304499487,197.9898987322333,220.61731573020285,248.90158697766475,279.30717856868625,289.9137802864845,280.0142853498728,270.82189719444773
4652.0,619.9670080363659,619.9670080363659,104.30337643435007,157.985442367327,2409.6809087759752,185.26197667087547,212.13203435596427,248.1944801964782,276.4787514439401,284.2569260369921,259.508188695463,259.508188695463
2740.0,95.58257073996465,95.58257073996465,53.59317745325664,91.53323622233256,4.826389124696686,130.8147545195113,131.52186130069785,132.2289680818844,128.69343417595167,127.27922061357856,127.98632739476511,134.35028842544403
4723.0,578.2152177114122,578.2152177114122,87.62570759039451,159.86859187053182,97.7691015205839,218.4959953866432,244.65894629054546,275.06453788156705,287.08535316173834,279.30717856868625,262.33661582020915,242.53762594698583
3331.0,522.9950558461665,522.9950558461665,195.81374240356445,114.20843518176171,1204.016564160236,110.30865786510142,154.14927829866735,190.21172413918129,205.0609665440988,202.93964620053916,191.6259377015544,195.16147160748713
4799.0,765.1024391071127,765.1024391071127,158.48160635966988,164.38339332183165,9.479494540261145,255.97265478953022,279.30717856868625,294.8635277547903,295.57063453597686,282.13560569343247,277.8929650063132,265.1650429449553
3110.0,376.9013929721845,376.9013929721845,73.43062334826227,105.25556200663856,770.357553640559,138.59292911256333,146.37110370561533,153.4421715174808,164.04877323527904,178.89801564019655,188.09040379562165,184.55486988968892
2943.0,224.58278862125263,224.58278862125263,143.9051666756315,99.74116502227152,167.18566870155757,100.40916292848976,117.3797256769669,143.54267658086917,159.09902576697323,162.63455967290594,157.68481220460012,146.37110370561533
4199.0,230.3020053410231,230.3020053410231,172.4714330326172,141.2731396975377,49.2802325279505,141.4213562373095,170.41273426595797,188.09040379562165,185.26197667087547,188.7975105768082,202.2325394193526,202.93964620053913
4286.0,544.8306059350003,544.8306059350003,178.92509473110144,145.7751693533573,48.83413729219224,263.0437226013957,246.07315985291854,238.29498525986654,238.2949852598665,243.24473272817238,239.7091988222396,231.9310242291876
4255.0,653.5094532895146,653.5094532895146,98.587523249114,145.38626711855102,6881.035563320427,232.63813101037414,217.0817818242701,199.40411229460642,188.7975105768082,172.53405460951763,152.02795795510772,137.17871555019025
2996.0,291.00939122052046,291.00939122052046,98.7142744267125,101.07423014794622,1201.6893641447796,110.30865786510142,111.01576464628798,120.91525958289964,130.81475451951133,135.0573952066306,136.4716087690037,137.17871555019025
3619.0,179.3189283921624,179.3189283921624,111.47482412426542,121.08165289038082,560.011523847303,150.61374439273465,164.7558800164656,179.6051224213831,180.31222920256963,181.7264427649427,187.3832970144351,184.55486988968892
3124.0,582.4296855440441,582.4296855440441,194.38183785597002,108.87362704836588,1736.6876094507734,229.10259710444143,217.78888860545663,208.59650045003153,190.91883092036784,173.9482681718907,166.17009357883867,148.49242404917499
